#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
1127.00,101.00,-4.10,-4.00
1125.00,100.00,-3.89,-4.00
1124.99,100.00,-3.82,-4.00
1113.00,100.00,-4.09,-4.00
1109.00,100.00,-3.98,-4.00
1101.99,99.00,-4.07,-4.00
1093.99,99.00,-4.51,-4.00
1091.99,99.00,-4.01,-4.00
1088.99,99.00,-3.95,-4.00
1088.99,99.00,-3.77,-4.00
1076.99,99.00,-4.15,-4.00
1075.00,99.00,-3.92,-4.00
1071.00,99.00,-3.92,-4.00
1060.00,100.00,-4.18,-4.00
1056.00,100.00,-4.08,-4.00
1051.00,100.00,-3.99,-4.00
1046.00,100.00,-4.09,-4.00
1039.00,100.00,-4.20,-4.00
1035.00,99.00,-4.23,-4.00
1030.00,99.00,-4.00,-4.00
1027.00,100.00,-3.94,-4.00
1016.00,100.00,-4.25,-4.00
1012.00,100.00,-4.41,-4.00
1009.00,100.00,-4.08,-4.00
1005.00,100.00,-4.05,-4.00
996.00,100.00,-4.18,-4.00
994.00,100.00,-3.93,-4.00
991.00,100.00,-3.95,-4.00
983.00,99.00,-4.18,-4.00
979.00,99.00,-4.33,-4.00
973.99,100.00,-4.06,-4.00
970.99,101.00,-4.10,-4.00
962.99,100.00,-4.28,-4.00
957.99,100.00,-4.00,-4.00
956.99,100.00,-3.90,-4.00
956.99,100.00,-3.69,-4.00
942.99,100.00,-3.98,-4.00
940.99,100.00,-3.80,-4.00
933.99,100.00,-3.91,-4.00
933.99,100.00,-3.72,-4.00
922.99,100.00,-3.99,-4.00
917.99,100.00,-3.80,-4.00
914.99,99.00,-3.76,-4.00
905.99,99.00,-3.96,-4.00
901.99,99.00,-3.98,-4.00
898.99,99.00,-3.73,-4.00
891.99,99.00,-3.90,-4.00
886.99,99.00,-4.00,-4.00
883.99,99.00,-3.78,-4.00
878.99,99.00,-3.82,-4.00
872.99,100.00,-3.86,-4.00
866.99,100.00,-3.99,-4.00
864.99,100.00,-3.73,-4.00
860.99,99.00,-3.72,-4.00
851.99,99.00,-4.05,-4.00
848.00,99.00,-4.19,-4.00
843.00,99.00,-3.90,-4.00
840.00,99.00,-3.93,-4.00
834.00,99.00,-3.90,-4.00
830.00,99.00,-4.05,-4.00
826.00,99.00,-3.82,-4.00
821.00,99.00,-3.82,-4.00
813.00,99.00,-3.98,-4.00
809.00,99.00,-3.83,-4.00
806.00,99.00,-3.78,-4.00
806.00,99.00,-3.65,-4.00
791.00,100.00,-3.98,-4.00
788.00,99.00,-3.90,-4.00
783.00,100.00,-3.96,-4.00
777.00,100.00,-4.02,-4.00
773.00,100.00,-3.95,-4.00
769.00,100.00,-3.85,-4.00
769.00,100.00,-3.78,-4.00
756.00,100.00,-4.15,-4.00
752.00,100.00,-3.92,-4.00
747.00,100.00,-3.98,-4.00
739.00,100.00,-4.08,-4.00
734.00,100.00,-4.16,-4.00
729.00,100.00,-4.12,-4.00
728.00,100.00,-4.01,-4.00
719.00,100.00,-4.16,-4.00
714.00,100.00,-4.16,-4.00
710.00,100.00,-4.05,-4.00
706.00,100.00,-4.03,-4.00
697.99,100.00,-4.23,-4.00
693.99,100.00,-4.38,-4.00
688.99,100.00,-4.01,-4.00
684.99,100.00,-4.03,-4.00
676.99,100.00,-4.18,-4.00
671.99,100.00,-4.14,-4.00
668.99,100.00,-4.08,-4.00
662.99,100.00,-4.19,-4.00
658.99,100.00,-4.36,-4.00
654.99,100.00,-3.96,-4.00
650.99,100.00,-3.98,-3.90
641.99,100.00,-4.12,-3.80
636.99,100.00,-4.00,-3.70
633.99,100.00,-3.93,-3.60
631.99,100.00,-3.82,-3.50
615.99,100.00,-4.35,-3.40
607.99,100.00,-4.36,-3.30
603.99,100.00,-4.32,-3.20
604.00,100.00,-4.15,-3.10
589.00,99.00,-4.62,-3.00
587.00,100.00,-4.39,-2.90
585.00,100.00,-4.32,-2.80
574.00,100.00,-4.50,-2.70
574.00,100.00,-4.36,-2.60
569.00,100.00,-4.24,-2.50
567.00,100.00,-4.10,-2.40
559.00,100.00,-4.33,-2.30
554.00,100.00,-4.28,-2.20
551.00,100.00,-4.22,-2.10
548.00,100.00,-4.21,-2.00
543.00,99.00,-4.23,-1.90
541.00,99.00,-3.96,-1.80
538.00,99.00,-3.89,-1.70
533.00,99.00,-3.98,-1.60
527.00,99.00,-4.11,-1.50
527.00,100.00,-3.54,-1.40
523.00,99.00,-3.37,-1.30
521.00,100.00,-3.28,-1.20
519.00,99.00,-3.36,-1.10
516.00,100.00,-2.85,-1.00
514.00,100.00,-2.85,-0.90
510.00,99.00,-2.92,-0.80
509.00,99.00,-2.57,-0.70
509.00,100.00,-2.57,-0.60
509.00,99.00,-2.36,-0.50
507.00,99.00,-2.37,-0.40
506.00,99.00,-2.08,-0.30
506.00,99.00,-1.87,-0.20
506.00,99.00,-1.76,-0.10
503.00,99.00,-1.76,-0.00
25
503.00,99.00,-1.57,0.00
503.00,100.00,-1.49,0.00
503.00,100.00,-1.38,0.00
504.00,100.00,-0.93,0.00
504.00,100.00,-0.93,0.00
504.00,100.00,-0.76,0.00
506.00,100.00,-0.60,0.00
505.00,100.00,-0.56,0.00
506.00,100.00,-0.41,0.00
506.00,99.00,-0.33,0.00
506.00,99.00,-0.18,0.00
505.00,100.00,-0.17,0.00
507.00,100.00,-0.09,0.00
507.00,100.00,-0.09,0.00
506.00,99.00,-0.04,0.00
506.00,99.00,-0.00,0.00
506.00,100.00,-0.00,0.00
504.00,99.00,-0.09,0.00
505.00,99.00,0.07,0.00
505.00,100.00,0.07,0.00
505.00,99.00,0.07,0.00
507.00,99.00,0.15,0.00
506.00,99.00,0.03,0.00
507.00,100.00,0.12,0.00
504.00,100.00,0.01,0.00
506.00,100.00,0.09,0.00
506.00,100.00,0.01,0.00
506.00,99.00,0.05,0.00
506.00,100.00,0.01,0.00
506.00,100.00,0.01,0.00
506.00,99.00,0.01,0.00
507.00,99.00,0.09,0.00
507.00,99.00,0.00,0.00
507.00,100.00,0.00,0.00
507.00,100.00,0.04,0.00
507.00,100.00,0.04,0.00
507.00,100.00,0.04,0.00
507.00,100.00,0.13,0.00
507.00,99.00,0.09,0.00
506.00,99.00,0.05,0.00
506.00,99.00,0.05,0.00
506.00,99.00,-0.02,0.00
507.00,99.00,0.06,0.00
507.00,99.00,0.01,0.00
507.00,100.00,0.12,0.00
506.00,99.00,0.00,0.00
506.00,100.00,0.00,0.00
507.00,99.00,0.04,0.00
507.00,100.00,0.04,0.00
507.00,99.00,0.04,0.00
507.00,99.00,0.04,0.00
506.00,99.00,-0.04,0.00
506.00,99.00,-0.04,0.00
507.00,100.00,-0.00,0.00
507.00,99.00,-0.00,0.00
507.00,99.00,-0.00,0.00
507.00,100.00,-0.00,0.00
508.00,100.00,0.04,0.00
507.00,99.00,-0.00,0.00
507.00,100.00,0.04,0.00
507.00,100.00,0.04,0.00
506.00,100.00,-0.00,0.00
506.00,100.00,-0.04,0.00
506.00,100.00,-0.04,0.00
507.00,100.00,0.00,0.00
507.00,100.00,0.04,0.00
507.00,100.00,0.04,0.00
507.00,99.00,0.00,0.00
506.00,99.00,-0.03,0.00
506.00,100.00,-0.03,0.00
506.00,100.00,-0.03,0.00
506.00,100.00,0.01,0.00
507.00,99.00,0.05,0.00
507.00,100.00,0.01,0.00
507.00,99.00,0.01,0.00
507.00,100.00,0.01,0.00
508.00,100.00,0.05,0.00
508.00,100.00,0.01,0.00
508.00,100.00,0.05,0.00
508.00,100.00,0.05,0.00
506.00,99.00,-0.02,0.00
507.00,99.00,0.06,0.00
507.00,100.00,0.06,0.00
507.00,99.00,0.06,0.00
507.00,100.00,0.02,0.00
507.00,100.00,0.02,0.00
506.00,100.00,-0.02,0.00
506.00,100.00,-0.02,0.00
506.00,99.00,0.01,0.00
507.00,100.00,0.05,0.00
508.00,99.00,0.09,0.00
507.00,100.00,0.05,0.00
507.00,99.00,0.01,0.00
507.00,99.00,0.01,0.00
505.00,99.00,-0.07,0.00
506.00,99.00,-0.03,0.00
506.00,100.00,-0.07,0.00
506.00,100.00,-0.07,0.00
507.00,99.00,-0.03,0.00
507.00,99.00,-0.03,0.00
507.00,99.00,0.04,0.00
507.00,99.00,0.00,0.00
506.00,100.00,-0.04,0.00
506.00,99.00,-0.04,0.00
506.00,100.00,-0.04,0.00
505.00,99.00,-0.08,0.00
506.00,100.00,-0.01,0.00
506.00,100.00,-0.01,0.00
507.00,99.00,0.03,0.00
506.00,99.00,-0.05,0.00
507.00,100.00,-0.04,0.00
507.00,100.00,0.00,0.00
505.00,99.00,-0.08,0.00
507.00,99.00,0.00,0.00
507.00,100.00,0.08,0.00
507.00,99.00,0.04,0.00
504.00,99.00,-0.09,0.00
506.00,100.00,-0.01,0.00
507.00,100.00,-0.01,0.00
506.00,100.00,-0.05,0.00
507.00,100.00,-0.02,0.00
506.00,99.00,-0.05,0.00
506.00,99.00,-0.01,0.00
506.00,99.00,-0.01,0.00
506.00,99.00,-0.01,0.00
507.00,99.00,0.07,0.00
506.00,99.00,-0.01,0.00
507.00,99.00,0.03,0.00
507.00,100.00,-0.01,0.00
507.00,99.00,0.03,0.00
507.00,100.00,-0.01,0.00
507.00,100.00,-0.01,0.00
507.00,99.00,0.07,0.00
507.00,100.00,-0.01,0.00
507.00,99.00,-0.01,0.00
507.00,99.00,-0.01,0.00
507.00,99.00,0.12,0.00
507.00,99.00,0.03,0.00
507.00,99.00,-0.00,0.00
507.00,100.00,0.04,0.00
506.00,99.00,-0.04,0.00
506.00,100.00,-0.00,0.00
507.00,100.00,0.04,0.00
507.00,100.00,0.04,0.00
505.00,100.00,-0.04,0.00
507.00,99.00,-0.00,0.00
507.00,99.00,0.04,0.00
507.00,99.00,0.00,0.00
507.00,100.00,0.00,0.00
505.00,100.00,-0.08,0.00
505.00,99.00,-0.08,0.00
506.00,100.00,-0.04,0.00
507.00,100.00,0.00,0.00
506.00,100.00,-0.03,0.00
507.00,100.00,0.01,0.00
507.00,100.00,0.01,0.00
506.00,99.00,-0.03,0.00
506.00,100.00,-0.03,0.10
506.00,99.00,-0.03,0.20
506.00,99.00,-0.03,0.30
506.00,100.00,0.01,0.40
507.00,99.00,0.05,0.50
507.00,99.00,0.01,0.60
507.00,100.00,0.01,0.70
506.00,100.00,0.05,0.80
506.00,99.00,-0.03,0.90
505.00,100.00,-0.07,1.00
506.00,100.00,-0.03,1.10
506.00,99.00,-0.03,1.20
507.00,100.00,0.09,1.30
507.00,99.00,0.09,1.40
507.00,100.00,0.05,1.50
507.00,100.00,0.01,1.60
507.00,100.00,0.04,1.70
507.00,100.00,-0.00,1.80
505.00,100.00,-0.08,1.90
507.00,99.00,0.04,2.00
507.00,99.00,0.04,2.10
507.00,99.00,0.04,2.20
506.00,100.00,0.00,2.30
506.00,100.00,0.00,2.40
507.00,99.00,-0.00,2.50
507.00,100.00,-0.00,2.60
507.00,100.00,-0.00,2.70
507.00,100.00,0.04,2.80
505.00,99.00,-0.04,2.90
504.00,99.00,-0.04,3.00
506.00,100.00,-0.00,3.10
506.00,100.00,-0.00,3.20
507.00,100.00,0.00,3.30
507.00,100.00,0.00,3.40
507.00,100.00,0.00,3.50
506.00,100.00,-0.04,3.60
506.00,99.00,-0.04,3.70
508.00,99.00,0.04,3.80
508.00,100.00,0.11,3.90
509.00,99.00,0.07,4.00
510.00,99.00,0.11,4.00
513.00,100.00,0.23,4.00
513.00,100.00,0.27,4.00
517.00,100.00,0.41,4.00
523.00,100.00,0.63,4.00
526.00,100.00,0.75,4.00
531.00,100.00,0.93,4.00
533.00,100.00,1.01,4.00
539.00,100.00,1.33,4.00
544.99,100.00,1.60,4.00
547.99,100.00,1.64,4.00
547.99,100.00,1.64,4.00
562.99,100.00,2.13,4.00
566.99,100.00,2.30,4.00
567.99,100.00,2.34,4.00
579.99,100.00,2.81,4.00
587.99,100.00,3.14,4.00
590.99,100.00,3.18,4.00
594.99,100.00,3.35,4.00
607.99,100.00,3.77,4.00
613.99,100.00,3.98,4.00
617.99,100.00,4.03,4.00
622.99,100.00,4.20,4.00
634.99,100.00,4.56,4.00
640.99,100.00,4.56,4.00
646.99,100.00,4.65,4.00
661.99,100.00,5.10,4.00
665.99,100.00,5.17,4.00
668.99,100.00,5.05,4.00
675.99,100.00,5.09,4.00
685.99,100.00,5.39,4.00
693.99,100.00,5.68,4.00
697.99,100.00,5.31,4.00
704.99,100.00,5.43,4.00
715.99,100.00,5.78,4.00
715.99,100.00,5.36,4.00
727.99,100.00,5.48,4.00
728.98,100.00,5.41,4.00
738.98,100.00,5.63,4.00
744.98,100.00,5.41,4.00
749.98,100.00,5.37,4.00
749.98,100.00,5.20,4.00
768.98,100.00,5.82,4.00
771.98,100.00,5.43,4.00
775.98,100.00,5.33,4.00
788.98,100.00,5.62,4.00
788.98,100.00,5.00,4.00
794.99,100.00,5.07,4.00
794.99,100.00,4.96,4.00
804.99,100.00,5.10,4.00
819.99,100.00,5.22,4.00
818.99,100.00,4.90,4.00
831.99,100.00,5.27,4.00
835.00,100.00,5.09,4.00
845.00,100.00,5.11,4.00
844.00,100.00,5.07,4.00
855.00,100.00,5.03,4.00
857.00,100.00,5.07,4.00
858.00,100.00,4.73,4.00
866.00,99.00,4.77,4.00
871.00,100.00,4.77,4.00
879.00,99.00,5.10,4.00
881.00,100.00,4.38,4.00
886.00,100.00,4.46,4.00
894.00,100.00,4.62,4.00
893.00,100.00,4.07,4.00
900.00,100.00,4.32,4.00
911.00,100.00,4.55,4.00
913.00,100.00,4.63,4.00
913.00,99.00,4.22,4.00
923.00,100.00,4.10,4.00
926.00,100.00,4.26,4.00
935.00,100.00,4.04,4.00
940.00,99.00,4.15,4.00
940.00,100.00,3.73,4.00
950.00,100.00,4.15,4.00
949.00,101.00,3.69,4.00
956.00,101.00,3.91,4.00
955.99,101.00,3.86,4.00
967.99,100.00,4.08,4.00
969.99,100.00,3.95,4.00
971.99,100.00,3.69,4.00
985.99,100.00,4.20,4.00
988.99,100.00,4.12,4.00
1000.99,100.00,4.31,4.00
995.98,100.00,4.18,4.00
1002.98,100.00,4.22,4.00
1001.98,100.00,3.72,4.00
1006.98,100.00,3.81,4.00
1006.98,100.00,3.81,4.00
1018.98,100.00,3.90,4.00
1027.98,100.00,4.09,4.00
1044.98,100.00,4.48,4.00
1054.98,100.00,4.65,4.00
1060.98,100.00,4.89,4.00
1064.98,100.00,4.65,4.00
1065.98,100.00,4.74,4.00
1075.98,100.00,4.80,4.00
1077.98,100.00,4.88,4.00
1084.98,100.00,4.68,4.00
1088.99,100.00,4.74,4.00
1095.99,101.00,4.96,4.00
1098.99,101.00,4.49,4.00
1102.00,101.00,4.49,4.00
1111.00,101.00,4.33,4.00
1115.00,101.00,4.68,4.00
1118.00,101.00,4.51,4.00
1123.00,101.00,4.73,4.00
1131.00,101.00,4.89,4.00
1135.00,101.00,5.04,4.00
1138.00,101.00,4.66,4.00
1143.00,101.00,4.53,4.00
1150.00,101.00,4.11,4.00
1153.00,101.00,3.84,4.00
1155.00,101.00,3.69,4.00
1155.00,101.00,3.54,4.00
1168.00,101.00,3.96,4.00
1171.00,101.00,3.73,4.00
1173.00,101.00,3.73,4.00
1180.00,101.00,3.68,4.00
1186.00,101.00,3.79,4.00
1187.00,100.00,3.54,4.00
1191.99,100.00,3.61,4.00
1196.99,100.00,3.69,4.00
1201.99,100.00,3.55,4.00
1206.99,99.00,3.56,4.00
1206.99,99.00,3.44,4.00
1217.99,99.00,3.72,4.00
1219.99,99.00,3.46,4.00
1220.99,99.00,3.35,4.00
1231.99,99.00,3.66,4.00
1232.99,99.00,3.50,4.00
1233.99,99.00,3.25,4.00
1242.99,99.00,3.51,4.00
1248.99,99.00,3.68,4.00
1253.99,99.00,3.86,4.00
1256.99,99.00,3.52,4.00
1261.99,100.00,3.60,4.00
1269.00,100.00,3.77,4.00
1271.00,100.00,3.60,4.00
1275.00,100.00,3.51,4.00
1277.99,100.00,3.58,4.00
1283.99,100.00,3.62,4.00
1285.99,100.00,3.51,4.00
1292.99,100.00,3.56,4.00
1301.99,100.00,3.75,4.00
1304.99,100.00,3.88,4.00
1310.00,100.00,3.60,4.00
1314.00,100.00,3.69,4.00
1321.00,100.00,3.92,4.00
1321.00,100.00,3.50,4.00
1330.00,100.00,3.78,4.00
1330.00,100.00,3.74,4.00
1338.00,100.00,3.70,4.00
1344.00,100.00,3.66,4.00
1349.00,100.00,3.69,4.00
1352.00,100.00,3.69,4.00
1358.00,100.00,3.70,4.00
1361.00,100.00,3.57,4.00
1364.99,100.00,3.64,4.00
1371.99,100.00,3.76,4.00
1376.99,100.00,3.84,4.00
1378.99,100.00,3.69,4.00
1380.99,100.00,3.68,4.00
1392.99,100.00,3.93,4.00
1393.99,99.00,3.59,4.00
1394.98,99.00,3.50,4.00
1403.98,100.00,3.70,4.00
1411.98,100.00,3.84,4.00
1411.97,100.00,3.57,4.00
1416.97,100.00,3.76,4.00
1418.97,100.00,3.53,4.00
1430.97,100.00,4.03,4.00
1433.97,100.00,3.80,4.00
1437.97,100.00,3.75,4.00
1443.97,100.00,3.77,4.00
1448.97,99.00,3.84,4.00
1454.97,99.00,3.86,4.00
1454.97,100.00,3.73,4.00
1468.98,100.00,4.08,4.00
1467.98,100.00,3.77,4.00
1468.98,100.00,3.62,4.00
1468.98,100.00,3.53,4.00
1480.98,100.00,3.96,4.00
1487.98,100.00,3.75,4.00
1494.99,100.00,3.96,4.00
1497.99,100.00,4.05,4.00
1500.99,100.00,3.79,4.00
1506.99,100.00,3.72,4.00
1506.99,100.00,3.72,4.00
1518.99,100.00,4.02,4.00
1525.99,100.00,4.19,4.00
1530.99,100.00,3.90,4.00
1535.99,100.00,4.00,4.00
1539.99,100.00,3.99,4.00
1543.99,100.00,3.91,4.00
1548.99,100.00,3.91,4.00
1552.99,100.00,3.85,4.00
1556.99,102.00,3.99,4.00
1565.99,102.00,3.86,4.00
1570.99,102.00,4.11,4.00
1570.99,102.00,4.07,4.00
1581.99,101.00,4.53,4.00
1581.99,101.00,4.03,4.00
1587.99,101.00,3.95,4.00
1597.99,101.00,4.12,4.00
1601.99,101.00,4.15,4.00
1603.99,101.00,4.11,4.00
1610.99,101.00,4.15,4.00
1617.99,101.00,4.44,4.00
1622.98,101.00,4.12,4.00
1623.98,101.00,3.91,4.00
1631.98,101.00,4.04,4.00
1626.99,100.00,3.65,4.00
1639.99,100.00,4.04,4.00
1639.99,100.00,3.88,4.00
1652.98,100.00,4.19,4.00
1652.98,100.00,4.02,4.00
1649.98,100.00,3.76,4.00
1649.98,100.00,3.38,4.00
1669.98,100.00,3.89,4.00
1669.98,100.00,3.89,4.00
1679.98,100.00,3.84,4.00
1690.98,100.00,4.24,4.00
1684.98,100.00,3.77,4.00
1682.98,100.00,3.28,4.00
1693.97,100.00,3.55,4.00
1694.97,100.00,3.51,4.00
1707.97,100.00,3.78,4.00
1716.98,100.00,3.81,4.00
1716.98,100.00,3.63,4.00
1726.98,100.00,4.01,4.00
1723.98,100.00,3.57,4.00
1731.98,100.00,4.08,4.00
1741.98,100.00,3.92,4.00
1745.98,100.00,4.08,4.00
1750.98,100.00,3.77,4.00
1754.98,100.00,3.94,4.00
1767.00,100.00,4.49,4.00
1768.00,100.00,4.53,4.00
1766.00,100.00,3.73,4.00
1774.00,100.00,4.04,4.00
1780.00,100.00,3.86,4.00
1786.00,100.00,3.69,4.00
1790.00,100.00,4.11,4.00
1789.00,100.00,4.15,4.00
1798.00,100.00,4.10,3.90
1803.00,100.00,4.27,3.80
1810.00,100.00,3.98,3.70
1814.00,100.00,3.83,3.60
1814.00,100.00,3.83,3.50
1818.99,100.00,3.59,3.40
1823.99,100.00,3.91,3.30
1830.99,100.00,3.84,3.20
1831.99,100.00,3.49,3.10
1831.99,100.00,3.34,3.00
1831.99,100.00,3.15,2.90
1844.98,100.00,3.45,2.80
1844.98,100.00,3.02,2.70
1852.98,100.00,3.31,2.60
1855.97,100.00,3.50,2.50
1862.97,100.00,3.48,2.40
1864.97,100.00,3.33,2.30
1868.97,100.00,3.26,2.20
1874.97,100.00,3.31,2.10
1873.97,100.00,3.31,2.00
1872.97,100.00,2.89,1.90
1887.96,100.00,3.22,1.80
1895.96,101.00,3.30,1.70
1897.96,101.00,3.22,1.60
1897.98,101.00,3.22,1.50
1898.98,100.00,3.08,1.40
1903.98,100.00,3.06,1.30
1917.98,100.00,3.33,1.20
1925.98,101.00,3.60,1.10
1918.98,100.00,3.31,1.00
1927.99,100.00,3.63,0.90
1922.99,100.00,2.96,0.80
1917.99,100.00,2.75,0.70
1928.99,100.00,2.81,0.60
1940.99,100.00,3.21,0.50
1943.99,100.00,3.03,0.40
1944.00,100.00,2.95,0.30
1946.00,100.00,2.86,0.20
1945.00,100.00,2.61,0.10
1944.00,100.00,2.61,0.00
1944.00,100.00,2.65,0.00
1955.00,100.00,2.57,0.00
1964.00,100.00,2.58,0.00
1965.00,100.00,2.54,0.00
1973.00,100.00,2.85,0.00
1976.00,100.00,2.93,0.00
1976.00,100.00,2.74,0.00
1976.00,100.00,2.20,0.00
1985.00,100.00,2.27,0.00
1984.99,100.00,2.56,0.00
1984.99,100.00,2.24,0.00
1982.99,100.00,2.36,0.00
1984.98,100.00,2.64,0.00
1982.98,100.00,2.16,0.00
1982.98,100.00,1.66,0.00
1987.97,100.00,1.74,0.00
1984.97,100.00,1.62,0.00
1984.97,100.00,1.55,0.00
1985.97,100.00,1.63,0.00
1987.97,100.00,1.75,0.00
1985.97,100.00,1.67,0.00
1983.97,100.00,1.13,0.00
1984.97,100.00,0.82,0.00
1983.97,100.00,0.75,0.00
1984.97,100.00,0.48,0.00
1983.96,100.00,0.32,0.00
1983.96,100.00,0.32,0.00
1984.96,100.00,0.36,0.00
1982.96,100.00,-0.08,0.00
1983.96,100.00,-0.04,0.00
1984.96,100.00,-0.00,0.00
1983.96,100.00,0.05,0.00
1984.96,100.00,0.02,0.00
1984.96,100.00,0.10,0.00
1984.96,100.00,0.10,0.00
1984.96,100.00,-0.09,0.00
1984.96,100.00,0.02,0.00
1984.96,100.00,0.02,0.00
1983.96,100.00,-0.05,0.00
1985.96,100.00,-0.05,0.00
1985.96,100.00,0.03,0.00
1986.96,100.00,0.15,0.00
1985.96,100.00,0.07,0.00
1985.96,100.00,0.11,0.00
1985.96,100.00,0.07,0.00
1985.96,100.00,0.10,0.00
1986.96,100.00,0.15,0.00
1984.96,100.00,0.03,0.00
1984.96,100.00,0.10,0.00
1985.96,100.00,0.10,0.00
1983.96,100.00,-0.01,0.00
1986.96,100.00,0.15,0.00
1985.96,100.00,0.07,0.00
1985.96,100.00,0.07,0.00
1984.96,100.00,0.03,0.00
1984.96,100.00,0.03,0.00
1984.96,100.00,0.03,0.00
1985.96,100.00,0.08,0.00
1984.96,100.00,0.08,0.00
1987.96,100.00,0.10,0.00
1982.96,100.00,-0.11,0.00
1984.96,100.00,-0.07,0.00
1984.96,100.00,-0.04,0.00
1984.96,100.00,-0.04,0.00
1984.96,100.00,-0.04,0.00
1985.96,100.00,0.01,0.00
1985.96,100.00,-0.04,0.00
1984.96,100.00,-0.01,0.00
1984.96,100.00,-0.01,0.00
1984.96,100.00,-0.05,0.00
1983.96,100.00,-0.01,0.00
1986.96,100.00,-0.01,0.00
1986.96,100.00,0.02,0.00
1986.96,100.00,0.02,0.00
1986.96,100.00,0.06,0.00
1986.96,100.00,0.06,0.00
1984.96,100.00,-0.02,0.00
1986.96,100.00,0.02,0.00
1985.96,100.00,0.03,0.00
1982.96,100.00,-0.21,0.00
1982.96,100.00,0.00,0.00
1984.96,100.00,0.00,0.00
1983.96,100.00,-0.04,0.00
1982.96,100.00,-0.08,0.00
1983.96,100.00,-0.04,0.00
1984.96,100.00,-0.04,0.00
1985.96,100.00,-0.00,0.00
1985.96,100.00,0.04,0.00
1985.96,100.00,0.04,0.00
1985.96,101.00,0.04,0.00
1984.96,100.00,0.04,0.00
1984.96,100.00,-0.09,0.00
1984.96,100.00,-0.09,0.00
1984.96,100.00,-0.09,0.00
1984.96,100.00,-0.09,0.00
1986.96,100.00,-0.00,0.00
1986.96,100.00,0.08,0.00
1985.96,100.00,-0.04,0.00
1986.96,100.00,0.04,0.00
1984.96,100.00,0.09,0.00
1984.96,100.00,0.09,0.00
1984.96,100.00,0.01,0.00
1985.96,100.00,0.09,0.00
1986.96,100.00,0.17,0.00
1984.96,100.00,0.05,0.00
1984.96,100.00,0.01,0.00
1984.96,100.00,-0.04,0.00
1984.96,100.00,-0.04,0.00
1987.96,100.00,0.08,0.00
1986.96,100.00,0.04,0.00
1986.96,100.00,0.08,0.00
1986.96,100.00,0.08,0.00
1984.96,100.00,-0.00,0.00
1984.96,100.00,-0.00,0.00
1984.96,100.00,-0.00,0.00
1986.96,100.00,-0.00,0.00
1985.96,100.00,-0.04,0.00
1985.96,100.00,-0.00,0.00
1985.96,100.00,-0.04,0.00
1985.96,100.00,0.03,0.00
1986.96,100.00,0.07,0.00
1985.96,100.00,0.03,0.00
1985.96,100.00,-0.01,0.00
1988.96,100.00,0.08,0.00
1983.96,100.00,-0.05,0.00
1986.96,100.00,0.06,0.00
1985.96,100.00,0.02,0.00
1985.96,100.00,0.02,0.00
1986.96,100.00,-0.06,0.00
1987.96,100.00,0.02,0.00
1985.96,100.00,-0.06,0.00
1985.96,100.00,-0.06,0.00
1986.96,100.00,0.06,0.00
1986.96,100.00,0.06,0.00
1985.96,100.00,0.02,0.00
1986.96,100.00,-0.03,0.00
1986.96,100.00,0.01,0.00
1986.96,100.00,0.01,0.00
1986.96,100.00,0.01,0.00
1986.96,100.00,0.01,0.00
1987.96,100.00,0.01,0.00
1985.96,100.00,-0.02,0.00
1984.96,100.00,-0.06,0.00
1986.96,100.00,-0.10,0.00
1986.96,100.00,0.11,0.00
1987.96,100.00,0.04,0.00
1984.96,100.00,-0.03,0.00
1984.96,100.00,-0.03,0.00
1984.96,100.00,-0.07,0.00
1985.96,100.00,0.02,0.00
1985.96,100.00,0.02,0.00
1986.96,100.00,0.02,0.00
1984.96,100.00,-0.06,0.00
1986.96,100.00,0.06,0.00
1987.96,100.00,0.06,0.00
1986.96,100.00,0.02,0.00
1985.96,100.00,-0.02,0.00
1985.96,100.00,-0.02,-0.10
1983.96,100.00,-0.10,-0.20
1984.96,100.00,-0.11,-0.30
1984.96,100.00,-0.04,-0.40
1984.96,100.00,0.01,-0.50
1985.96,100.00,-0.04,-0.60
1985.96,100.00,-0.04,-0.70
1985.96,100.00,-0.08,-0.80
1986.96,100.00,0.07,-0.90
1985.96,100.00,0.03,-1.00
1985.96,100.00,0.03,-1.10
1986.96,100.00,0.03,-1.20
1987.96,100.00,0.07,-1.30
1987.96,100.00,0.07,-1.40
1987.96,100.00,0.03,-1.50
1986.96,100.00,0.06,-1.60
1986.96,100.00,-0.02,-1.70
1983.96,100.00,-0.18,-1.80
1989.96,100.00,0.08,-1.90
1987.96,100.00,0.03,-2.00
1983.96,100.00,-0.14,-2.10
1983.96,100.00,-0.05,-2.20
1986.96,100.00,0.04,-2.30
1987.96,101.00,0.07,-2.40
1986.96,100.00,0.04,-2.50
1985.96,100.00,-0.04,-2.60
1985.96,100.00,-0.04,-2.70
1985.96,100.00,-0.04,-2.80
1985.96,100.00,-0.08,-2.90
1985.96,100.00,-0.04,-3.00
1985.96,100.00,-0.04,-3.10
1987.96,100.00,0.01,-3.20
1985.96,100.00,-0.12,-3.30
1985.96,100.00,-0.12,-3.40
1990.96,100.00,0.09,-3.50
1987.96,100.00,0.02,-3.60
1986.96,100.00,-0.02,-3.70
1988.96,100.00,0.18,-3.80
