#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
1902.00,101.00,3.33,1.30
1903.00,101.00,3.22,1.20
1915.00,101.00,3.44,1.10
1917.00,101.00,3.02,1.00
1913.00,101.00,2.86,0.90
1924.00,101.00,3.25,0.80
1925.00,101.00,3.08,0.70
1925.00,100.00,2.99,0.60
1932.99,100.00,3.24,0.50
1932.99,101.00,2.81,0.40
1927.99,101.00,2.49,0.30
1930.00,101.00,2.57,0.20
1940.00,101.00,2.88,0.10
1943.00,101.00,2.46,0.00
1947.99,101.00,2.68,0.00
1947.99,101.00,2.61,0.00
1947.99,100.00,2.61,0.00
1949.00,100.00,2.19,0.00
1956.00,100.00,2.37,0.00
1955.00,100.00,2.08,0.00
1955.00,100.00,1.97,0.00
1958.00,100.00,2.04,0.00
1956.00,100.00,1.53,0.00
1953.00,100.00,1.32,0.00
1955.00,101.00,1.56,0.00
1958.00,100.00,1.29,0.00
1958.00,100.00,1.25,0.00
1960.00,100.00,1.32,0.00
1957.00,100.00,0.91,0.00
1957.00,100.00,0.91,0.00
1956.00,100.00,1.07,0.00
1952.00,100.00,0.83,0.00
1952.00,100.00,0.45,0.00
1950.99,100.00,0.29,0.00
1951.99,100.00,0.15,0.00
1952.99,100.00,0.19,0.00
1953.00,100.00,0.19,0.00
1952.00,100.00,0.12,0.00
1953.00,100.00,-0.14,0.00
1953.00,100.00,-0.10,0.00
1953.00,100.00,-0.10,0.00
1953.00,100.00,-0.21,0.00
1952.99,100.00,-0.13,0.00
1952.99,100.00,-0.01,0.00
1952.99,100.00,-0.08,0.00
1952.99,100.00,-0.20,0.00
1951.00,101.00,-0.28,0.00
1953.00,101.00,-0.27,0.00
1954.00,100.00,-0.11,0.00
1954.00,101.00,-0.11,0.00
1953.00,101.00,-0.11,0.00
1953.00,100.00,0.04,0.00
1954.00,101.00,0.08,0.00
1950.00,100.00,-0.05,0.00
1953.00,100.00,0.03,0.00
1953.00,100.00,-0.01,0.00
1954.00,100.00,0.03,0.00
1953.00,100.00,0.04,0.00
1951.00,100.00,-0.08,0.00
1954.00,100.00,0.04,0.00
1953.00,100.00,-0.01,0.00
1953.00,100.00,-0.01,0.00
1951.00,100.00,-0.09,0.00
1951.00,100.00,-0.09,0.00
1955.00,101.00,0.05,0.00
1955.00,100.00,0.05,0.00
1953.00,100.00,0.05,0.00
1953.00,100.00,-0.02,0.00
1953.00,100.00,-0.07,0.00
1953.00,100.00,-0.07,0.00
1953.00,100.00,-0.02,0.00
1951.00,100.00,-0.09,0.00
1954.00,100.00,-0.01,0.00
1954.00,100.00,0.16,0.00
1952.00,100.00,-0.04,0.00
1954.00,100.00,0.05,0.00
1953.00,100.00,-0.03,0.00
1951.00,100.00,-0.07,0.00
1955.00,100.00,0.16,0.00
1953.00,100.00,-0.04,0.00
1953.00,100.00,0.00,0.00
1953.00,100.00,0.00,0.00
1952.00,100.00,0.04,0.00
1951.00,100.00,0.01,0.00
1953.00,100.00,-0.05,0.00
1954.00,100.00,-0.01,0.00
1952.00,100.00,-0.01,0.00
1954.00,100.00,0.07,0.00
1953.00,100.00,0.02,0.00
1953.00,100.00,0.02,0.00
1952.00,100.00,-0.01,0.00
1953.00,100.00,0.10,0.00
1953.00,100.00,-0.02,0.00
1953.00,100.00,-0.02,0.00
1953.00,100.00,0.05,0.00
1951.00,100.00,-0.11,0.00
1951.00,100.00,-0.07,0.00
1954.00,101.00,0.12,0.00
1955.00,100.00,0.01,0.00
1955.00,100.00,0.09,0.00
1955.00,100.00,0.09,0.00
1950.00,100.00,-0.12,0.00
1953.00,100.00,0.03,0.00
1953.00,101.00,0.07,0.00
1953.00,101.00,-0.02,0.00
1952.00,100.00,-0.10,0.00
1952.00,101.00,-0.02,0.00
1952.00,100.00,-0.10,0.00
1953.00,101.00,-0.02,0.00
1953.00,100.00,-0.02,0.00
1953.00,100.00,0.02,0.00
1952.00,100.00,-0.06,0.00
1954.00,100.00,0.01,0.00
1954.00,100.00,0.01,0.00
1954.00,101.00,0.01,0.00
1951.00,100.00,-0.02,0.00
1953.00,101.00,0.07,0.00
1953.00,100.00,-0.05,0.00
1953.00,100.00,-0.09,0.00
1952.00,100.00,-0.13,0.00
1955.00,100.00,-0.01,0.00
1954.00,100.00,0.17,0.00
1952.00,100.00,-0.02,0.00
1954.00,100.00,0.05,0.00
1955.00,100.00,0.09,0.00
1955.00,100.00,0.13,0.00
1954.00,100.00,0.09,0.00
1954.00,100.00,0.09,0.00
1954.00,100.00,0.05,0.00
1954.00,101.00,0.05,0.00
1953.00,100.00,0.02,0.00
1951.00,100.00,-0.03,0.00
1951.00,100.00,-0.10,0.00
1952.00,100.00,-0.06,0.00
1952.00,101.00,-0.06,0.00
1955.00,100.00,0.17,0.00
1953.00,101.00,0.00,0.00
1953.00,100.00,0.00,0.00
1953.00,100.00,0.00,0.00
1953.00,100.00,0.04,0.00
1954.00,100.00,-0.05,0.00
1954.00,100.00,-0.01,0.00
1955.00,100.00,0.11,0.00
1955.00,100.00,0.04,0.00
1956.00,100.00,0.04,0.00
1956.00,100.00,0.04,0.00
1953.00,100.00,-0.03,0.00
1953.00,100.00,-0.03,0.00
1953.00,100.00,-0.03,0.00
1955.00,100.00,0.04,0.00
1951.00,100.00,-0.09,0.00
1954.00,100.00,0.11,0.00
1954.00,100.00,0.11,0.00
1954.00,101.00,0.07,0.00
1954.00,100.00,0.07,0.00
1953.00,100.00,-0.10,0.00
1953.00,100.00,-0.02,0.00
1954.00,100.00,0.03,0.00
1954.00,100.00,0.03,0.00
1951.00,100.00,-0.09,0.00
1951.00,100.00,-0.13,0.00
1952.00,100.00,-0.08,0.00
1951.99,100.00,-0.12,0.00
1952.99,100.00,-0.08,0.00
1952.99,100.00,-0.12,0.00
1955.99,100.00,-0.02,0.00
1954.99,100.00,0.05,0.00
1953.99,100.00,0.01,0.00
1953.99,100.00,0.01,0.00
1953.99,100.00,-0.06,0.00
1954.99,100.00,0.14,0.00
1952.99,101.00,-0.05,0.00
1954.99,100.00,0.03,-0.10
1954.99,100.00,0.03,-0.20
1954.99,101.00,0.03,-0.30
1954.99,101.00,0.07,-0.40
1954.99,100.00,0.07,-0.50
1953.99,100.00,-0.01,-0.60
1954.00,100.00,-0.01,-0.70
1956.00,101.00,0.18,-0.80
1957.00,100.00,0.22,-0.90
1959.00,100.00,0.25,-1.00
1959.00,100.00,0.25,-1.10
1959.00,100.00,0.21,-1.20
1958.00,100.00,0.18,-1.30
1958.00,100.00,0.07,-1.40
1956.00,100.00,0.03,-1.50
1956.00,100.00,0.07,-1.60
1956.00,100.00,0.07,-1.70
1956.00,100.00,0.07,-1.80
1955.00,101.00,-0.01,-1.90
1955.00,100.00,0.07,-2.00
1956.00,101.00,0.04,-2.10
1956.00,101.00,0.04,-2.20
1956.00,100.00,0.04,-2.30
1956.00,100.00,0.04,-2.40
1956.00,100.00,0.04,-2.50
1955.00,100.00,0.03,-2.60
1956.00,100.00,0.07,-2.70
1956.00,100.00,-0.01,-2.80
1955.00,100.00,-0.08,-2.90
1957.00,100.00,-0.07,-3.00
1958.00,100.00,-0.03,-3.10
1957.00,100.00,-0.07,-3.20
1957.00,101.00,-0.03,-3.30
1958.00,100.00,0.01,-3.40
1957.00,100.00,0.06,-3.50
1955.00,101.00,-0.02,-3.60
1958.00,100.00,0.09,-3.70
1957.00,100.00,0.05,-3.80
1956.00,100.00,0.05,-3.90
1958.00,100.00,0.14,-4.00
1958.00,100.00,0.09,-4.00
1960.00,100.00,0.18,-4.00
1961.00,100.00,0.22,-4.00
1964.00,100.00,0.33,-4.00
1963.00,100.00,0.29,-4.00
1963.00,100.00,0.33,-4.00
1962.99,100.00,0.29,-4.00
1962.99,100.00,0.29,-4.00
1960.99,100.00,0.24,-4.00
1958.99,100.00,0.09,-4.00
1959.99,100.00,0.09,-4.00
1959.99,100.00,0.12,-4.00
1954.99,100.00,-0.07,-4.00
1954.99,100.00,-0.11,-4.00
1952.99,100.00,-0.15,-4.00
1942.99,100.00,-0.49,-4.00
1938.00,100.00,-0.79,-4.00
1934.00,100.00,-0.91,-4.00
1936.00,100.00,-0.79,-4.00
1936.00,100.00,-0.87,-4.00
1931.00,100.00,-1.08,-4.00
1926.00,100.00,-1.37,-4.00
1918.00,100.00,-1.70,-4.00
1911.00,99.00,-2.10,-4.00
1910.00,99.00,-2.09,-4.00
1908.99,100.00,-2.13,-4.00
1894.99,100.00,-2.67,-4.00
1889.99,100.00,-2.88,-4.00
1888.98,99.00,-2.83,-4.00
1883.98,99.00,-2.97,-4.00
1879.98,99.00,-3.18,-4.00
1867.97,99.00,-3.61,-4.00
1857.97,99.00,-3.83,-4.00
1862.97,99.00,-3.64,-4.00
1857.97,99.00,-3.77,-4.00
1849.95,99.00,-3.64,-4.00
1841.95,99.00,-3.78,-4.00
1840.95,99.00,-3.67,-4.00
1830.96,99.00,-4.11,-4.00
1822.96,99.00,-4.44,-4.00
1817.96,99.00,-4.44,-4.00
1817.96,99.00,-4.23,-4.00
1806.96,99.00,-4.41,-4.00
1802.96,99.00,-4.27,-4.00
1797.98,99.00,-4.42,-4.00
1785.98,99.00,-4.84,-4.00
1784.98,99.00,-4.35,-4.00
1772.99,99.00,-4.57,-4.00
1772.99,99.00,-4.53,-4.00
1759.99,99.00,-4.87,-4.00
1756.00,99.00,-4.84,-4.00
1751.00,99.00,-4.62,-4.00
1745.00,99.00,-4.43,-4.00
1737.00,99.00,-4.93,-4.00
1729.00,99.00,-5.03,-4.00
1722.00,99.00,-5.04,-4.00
1720.00,99.00,-4.79,-4.00
1713.00,99.00,-5.00,-4.00
1710.00,99.00,-4.77,-4.00
1702.00,99.00,-4.77,-4.00
1692.00,99.00,-4.91,-4.00
1690.00,99.00,-5.00,-4.00
1683.00,99.00,-4.81,-4.00
1682.00,99.00,-4.69,-4.00
1673.00,99.00,-4.85,-4.00
1667.00,99.00,-4.64,-4.00
1661.00,99.00,-4.81,-4.00
1653.00,99.00,-4.71,-4.00
1649.00,99.00,-4.88,-4.00
1640.99,99.00,-4.62,-4.00
1635.99,99.00,-4.69,-4.00
1628.99,99.00,-4.75,-4.00
1624.99,99.00,-4.67,-4.00
1619.99,99.00,-4.56,-4.00
1613.99,99.00,-4.50,-4.00
1605.97,99.00,-4.50,-4.00
1600.97,99.00,-4.62,-4.00
1596.97,99.00,-4.54,-4.00
1596.97,100.00,-4.41,-4.00
1582.97,100.00,-4.62,-4.00
1578.97,99.00,-4.41,-4.00
1575.97,99.00,-4.46,-4.00
1566.96,99.00,-4.51,-4.00
1558.96,99.00,-4.80,-4.00
1557.96,99.00,-4.50,-4.00
1554.97,99.00,-4.36,-4.00
1544.97,99.00,-4.56,-4.00
1540.97,100.00,-4.39,-4.00
1534.98,100.00,-4.44,-4.00
1534.98,100.00,-4.15,-4.00
1526.98,100.00,-4.25,-4.00
1523.00,100.00,-4.14,-4.00
1517.00,100.00,-4.21,-4.00
1511.00,100.00,-4.27,-4.00
1506.00,100.00,-4.20,-4.00
1502.00,100.00,-4.08,-4.00
1499.00,100.00,-4.00,-4.00
1489.00,100.00,-4.19,-4.00
1486.00,100.00,-4.31,-4.00
1482.00,100.00,-3.93,-4.00
1476.00,100.00,-4.02,-4.00
1469.00,99.00,-4.15,-4.00
1465.00,100.00,-3.99,-4.00
1461.00,99.00,-3.83,-4.00
1458.00,99.00,-3.89,-4.00
1449.00,99.00,-4.16,-4.00
1445.00,99.00,-3.91,-4.00
1440.99,99.00,-3.89,-4.00
1431.99,99.00,-4.05,-4.00
1426.99,99.00,-4.24,-4.00
1423.98,100.00,-4.05,-4.00
1420.98,99.00,-4.01,-4.00
1411.98,99.00,-4.15,-4.00
1406.99,99.00,-4.08,-4.00
1404.99,99.00,-3.99,-4.00
1399.99,99.00,-4.03,-4.00
1390.98,99.00,-4.23,-4.00
1384.98,99.00,-4.12,-4.00
1382.98,99.00,-4.07,-4.00
1382.98,99.00,-3.92,-4.00
1370.98,99.00,-4.13,-4.00
1366.98,99.00,-4.05,-4.00
1361.98,99.00,-4.09,-4.00
1353.99,99.00,-4.21,-4.00
1350.99,99.00,-4.22,-4.00
1346.99,99.00,-4.00,-4.00
1341.99,99.00,-4.03,-4.00
1333.99,100.00,-4.22,-4.00
1329.99,100.00,-4.00,-4.00
1325.99,99.00,-3.96,-4.00
1316.99,100.00,-4.19,-4.00
1312.99,100.00,-4.24,-4.00
1310.00,100.00,-3.97,-4.00
1305.00,100.00,-4.00,-4.00
1296.00,100.00,-4.29,-4.00
1291.00,100.00,-4.26,-4.00
1289.00,100.00,-4.03,-4.00
1285.00,100.00,-3.93,-4.00
1275.00,100.00,-4.24,-4.00
1271.00,100.00,-4.39,-4.00
1266.00,99.00,-4.14,-4.00
1261.00,100.00,-4.15,-4.00
1254.00,100.00,-4.23,-4.00
1250.00,100.00,-4.11,-4.00
1245.00,99.00,-4.18,-4.00
1240.00,99.00,-4.22,-4.00
1232.00,99.00,-4.34,-4.00
1228.00,99.00,-4.17,-4.00
1223.99,99.00,-4.16,-4.00
1214.99,99.00,-4.38,-4.00
1209.99,99.00,-4.24,-4.00
1206.98,99.00,-4.18,-4.00
1201.98,99.00,-4.28,-4.00
1199.98,99.00,-4.16,-4.00
1193.98,99.00,-4.00,-4.00
1186.98,99.00,-4.11,-4.00
1186.98,99.00,-4.03,-4.00
1174.97,99.00,-4.34,-4.00
1167.97,99.00,-4.22,-4.00
1165.97,100.00,-4.15,-4.00
1153.99,100.00,-4.37,-4.00
1151.99,100.00,-4.27,-4.00
1146.99,99.00,-4.19,-4.00
1142.99,99.00,-4.17,-4.00
1132.99,99.00,-4.39,-4.00
1129.99,99.00,-4.31,-4.00
1124.99,99.00,-4.22,-4.00
1121.00,100.00,-4.19,-4.00
1113.00,99.00,-4.38,-4.00
1107.00,100.00,-4.26,-4.00
1102.00,100.00,-4.23,-4.00
1095.00,99.00,-4.41,-4.00
1091.00,100.00,-4.37,-4.00
1087.00,100.00,-4.43,-4.00
1082.00,99.00,-4.42,-4.00
1074.00,100.00,-4.44,-4.00
1069.00,100.00,-4.63,-4.00
1066.00,100.00,-4.28,-4.00
1061.00,100.00,-4.22,-4.00
1052.00,99.00,-4.46,-4.00
1048.00,99.00,-4.20,-4.00
1043.00,99.00,-4.33,-4.00
1039.00,99.00,-4.26,-4.00
1033.00,99.00,-4.37,-4.00
1026.00,99.00,-4.22,-4.00
1021.00,99.00,-4.30,-4.00
1012.00,99.00,-4.43,-4.00
1009.00,99.00,-4.42,-4.00
1004.00,99.00,-4.29,-4.00
999.00,100.00,-4.22,-4.00
994.00,99.00,-4.25,-4.00
991.00,99.00,-4.07,-4.00
985.99,99.00,-4.10,-4.00
980.99,99.00,-4.15,-4.00
973.99,99.00,-4.23,-4.00
969.99,100.00,-4.08,-4.00
965.99,99.00,-4.04,-4.00
965.99,99.00,-3.93,-4.00
954.98,99.00,-4.11,-4.00
951.98,99.00,-3.91,-4.00
945.98,99.00,-4.00,-4.00
938.98,99.00,-4.04,-4.00
935.98,99.00,-4.02,-4.00
929.98,99.00,-4.00,-4.00
925.98,99.00,-3.89,-4.00
916.98,99.00,-4.04,-4.00
912.98,99.00,-3.86,-4.00
907.99,99.00,-3.91,-4.00
899.99,99.00,-4.04,-4.00
896.99,99.00,-3.99,-4.00
892.99,99.00,-3.93,-4.00
887.00,99.00,-4.05,-4.00
880.00,99.00,-4.12,-4.00
879.00,99.00,-3.97,-4.00
874.00,100.00,-3.86,-4.00
871.00,100.00,-3.83,-4.00
861.00,100.00,-4.09,-4.00
857.00,100.00,-4.24,-4.00
854.00,100.00,-3.97,-4.00
849.00,100.00,-4.05,-4.00
843.00,100.00,-4.01,-4.00
840.00,100.00,-3.89,-4.00
835.00,100.00,-3.96,-4.00
829.00,100.00,-3.96,-4.00
822.00,100.00,-4.07,-4.00
818.00,99.00,-3.89,-4.00
812.00,99.00,-3.94,-4.00
804.00,100.00,-4.10,-4.00
799.00,100.00,-3.97,-4.00
795.00,99.00,-3.99,-4.00
791.00,99.00,-4.00,-4.00
782.00,99.00,-4.12,-4.00
778.00,99.00,-4.01,-4.00
774.00,99.00,-4.12,-4.00
774.00,99.00,-3.94,-4.00
765.00,99.00,-4.19,-4.00
759.99,99.00,-3.95,-4.00
755.99,100.00,-3.97,-4.00
747.99,100.00,-4.18,-4.00
742.99,99.00,-4.15,-4.00
737.99,100.00,-4.15,-4.00
734.99,100.00,-4.14,-4.00
726.99,99.00,-4.25,-4.00
724.99,99.00,-4.10,-4.00
720.99,100.00,-4.00,-4.00
715.98,100.00,-4.01,-4.00
707.98,99.00,-4.13,-4.00
701.98,99.00,-4.04,-4.00
698.99,99.00,-3.94,-4.00
690.99,100.00,-4.13,-4.00
686.99,100.00,-4.12,-3.90
682.99,100.00,-3.93,-3.80
676.99,100.00,-3.99,-3.70
669.99,100.00,-4.14,-3.60
668.99,100.00,-4.18,-3.50
665.00,99.00,-3.95,-3.40
660.00,100.00,-3.98,-3.30
651.00,100.00,-4.16,-3.20
647.00,100.00,-3.98,-3.10
643.00,100.00,-3.95,-3.00
639.00,100.00,-3.91,-2.90
632.00,100.00,-4.05,-2.80
628.00,100.00,-3.91,-2.70
624.00,100.00,-4.00,-2.60
624.00,100.00,-3.83,-2.50
600.00,100.00,-4.65,-2.40
597.00,100.00,-4.44,-2.30
596.00,100.00,-4.23,-2.20
589.00,99.00,-4.41,-2.10
584.00,100.00,-4.27,-2.00
581.00,100.00,-4.23,-1.90
575.00,99.00,-4.31,-1.80
567.00,99.00,-4.41,-1.70
566.00,100.00,-4.16,-1.60
563.00,99.00,-4.24,-1.50
563.00,99.00,-4.10,-1.40
559.00,99.00,-4.04,-1.30
553.00,99.00,-3.93,-1.20
550.00,99.00,-3.89,-1.10
544.00,99.00,-3.98,-1.00
544.00,99.00,-3.82,-0.90
543.00,100.00,-3.61,-0.80
540.00,100.00,-3.57,-0.70
537.00,99.00,-3.51,-0.60
537.00,99.00,-3.51,-0.50
537.00,100.00,-2.51,-0.40
534.00,100.00,-2.49,-0.30
532.00,100.00,-2.54,-0.20
532.00,100.00,-2.25,-0.10
533.00,100.00,-2.02,-0.00
83
531.00,100.00,-1.98,0.00
530.00,100.00,-1.79,0.00
530.00,100.00,-1.46,0.00
531.00,100.00,-1.38,0.00
530.00,100.00,-1.29,0.00
530.00,100.00,-1.29,0.00
531.00,100.00,-1.10,0.00
530.00,100.00,-0.91,0.00
531.00,100.00,-0.75,0.00
531.00,100.00,-0.50,0.00
531.00,100.00,-0.50,0.00
533.00,99.00,-0.37,0.00
532.00,99.00,-0.29,0.00
533.00,99.00,-0.14,0.00
532.00,99.00,-0.18,0.00
532.00,100.00,-0.18,0.00
532.00,99.00,-0.07,0.00
532.00,99.00,0.01,0.00
530.00,100.00,-0.06,0.00
533.00,100.00,0.01,0.00
529.00,99.00,-0.08,0.00
529.00,100.00,-0.04,0.00
529.00,100.00,-0.04,0.00
529.00,99.00,-0.08,0.00
530.00,100.00,0.00,0.00
530.00,100.00,0.00,0.00
530.00,99.00,-0.04,0.00
533.00,99.00,0.11,0.00
532.00,99.00,0.03,0.00
532.00,99.00,0.03,0.00
531.00,100.00,-0.01,0.00
530.00,99.00,-0.13,0.00
530.00,99.00,-0.09,0.00
530.00,100.00,-0.13,0.00
531.00,99.00,-0.05,0.00
531.00,99.00,-0.05,0.00
532.00,99.00,-0.01,0.00
532.00,100.00,-0.01,0.00
533.00,100.00,0.11,0.00
531.00,100.00,-0.09,0.00
533.00,99.00,0.15,0.00
534.00,100.00,0.19,0.00
534.00,99.00,0.19,0.00
534.00,100.00,0.19,0.00
532.00,100.00,0.07,0.00
533.00,100.00,0.11,0.00
532.00,100.00,0.07,0.00
531.00,99.00,-0.09,0.00
531.00,99.00,-0.05,0.00
534.00,99.00,0.06,0.00
536.00,99.00,0.18,0.00
531.00,99.00,0.01,0.00
532.00,100.00,0.05,0.00
533.00,99.00,0.09,0.00
532.00,100.00,0.01,0.00
534.00,100.00,0.10,0.00
534.00,100.00,0.05,0.00
534.00,99.00,0.05,0.00
534.00,99.00,0.01,0.00
534.00,100.00,0.10,0.00
532.00,100.00,-0.06,0.00
533.00,100.00,-0.06,0.00
532.00,100.00,-0.09,0.00
532.00,99.00,-0.09,0.00
536.00,99.00,0.14,0.00
535.00,99.00,0.07,0.00
533.00,99.00,0.03,0.00
533.00,99.00,0.07,0.00
530.00,99.00,-0.04,0.00
530.00,100.00,-0.15,0.00
532.00,100.00,-0.15,0.00
535.00,99.00,0.17,0.00
531.00,99.00,-0.04,0.00
536.00,100.00,0.11,0.00
536.00,100.00,0.15,0.00
535.00,100.00,0.03,0.00
536.00,100.00,0.08,0.00
536.00,100.00,0.08,0.00
535.00,99.00,0.04,0.00
537.00,100.00,0.12,0.00
536.00,100.00,0.17,0.00
536.00,100.00,0.13,0.00
536.00,99.00,0.16,0.00
536.00,100.00,0.16,0.00
537.00,100.00,0.05,0.00
536.00,99.00,0.05,0.00
535.00,100.00,0.08,0.00
536.00,100.00,0.12,0.00
535.00,100.00,0.18,0.00
534.00,100.00,0.14,0.00
532.00,100.00,-0.01,0.00
534.00,100.00,-0.04,0.00
536.00,100.00,0.21,0.00
536.00,100.00,0.01,0.00
535.00,99.00,-0.02,0.00
535.00,100.00,0.01,0.00
535.00,100.00,-0.03,0.00
536.00,99.00,0.01,0.00
532.00,99.00,-0.12,0.00
533.00,99.00,-0.16,0.00
534.00,99.00,-0.09,0.00
538.00,99.00,0.07,0.00
536.00,99.00,-0.02,0.00
533.00,99.00,-0.12,0.00
533.00,99.00,-0.16,0.00
535.00,99.00,-0.04,0.00
535.00,99.00,0.00,0.00
535.00,99.00,-0.03,0.00
535.00,100.00,0.01,0.00
534.00,100.00,0.01,0.00
535.00,99.00,0.13,0.00
534.00,100.00,0.00,0.00
535.00,100.00,-0.03,0.00
534.00,100.00,-0.07,0.00
534.00,100.00,-0.03,0.00
536.00,100.00,0.04,0.00
536.00,99.00,0.04,0.00
537.00,99.00,0.04,0.00
534.00,99.00,0.10,0.00
537.00,99.00,0.18,0.00
535.00,100.00,0.07,0.00
534.00,100.00,-0.13,0.00
536.00,100.00,0.03,0.00
534.00,100.00,0.05,0.00
535.00,100.00,0.09,0.00
535.00,99.00,0.01,0.00
535.00,100.00,0.01,0.00
534.00,100.00,-0.03,0.00
534.00,100.00,-0.03,0.00
534.00,100.00,0.00,0.00
535.00,99.00,0.00,0.00
535.00,100.00,0.04,0.00
536.00,99.00,0.04,0.00
535.00,99.00,0.04,0.00
535.00,99.00,0.04,0.00
533.00,99.00,-0.12,0.00
535.00,99.00,-0.04,0.00
533.00,99.00,-0.15,0.00
537.00,99.00,0.13,0.00
536.00,100.00,-0.04,0.00
535.00,99.00,0.04,0.00
535.00,99.00,-0.03,0.00
534.00,100.00,0.01,0.00
535.00,100.00,0.01,0.00
535.00,99.00,0.01,0.00
535.00,99.00,0.01,0.00
535.00,100.00,0.05,0.00
534.00,99.00,0.01,0.00
534.00,99.00,0.01,0.00
534.00,99.00,-0.03,0.00
532.00,100.00,-0.11,0.00
536.00,99.00,0.02,0.00
533.00,99.00,-0.05,0.00
533.00,100.00,-0.05,0.00
533.00,99.00,0.04,0.00
533.00,100.00,-0.05,0.00
535.00,99.00,0.11,0.00
535.00,99.00,-0.06,0.10
531.00,100.00,-0.17,0.20
534.00,99.00,-0.02,0.30
533.00,100.00,-0.06,0.40
534.00,99.00,-0.03,0.50
534.00,100.00,0.02,0.60
536.00,99.00,0.06,0.70
535.00,99.00,0.02,0.80
535.00,100.00,0.02,0.90
533.00,99.00,-0.05,1.00
534.00,99.00,0.03,1.10
535.00,99.00,0.07,1.20
534.00,99.00,0.03,1.30
534.00,99.00,0.10,1.40
535.00,99.00,-0.03,1.50
535.00,99.00,0.08,1.60
535.00,99.00,0.08,1.70
536.00,99.00,0.11,1.80
533.00,100.00,-0.01,1.90
533.00,99.00,-0.09,2.00
534.00,99.00,-0.06,2.10
533.00,100.00,0.06,2.20
533.00,99.00,-0.06,2.30
534.00,99.00,0.02,2.40
534.00,100.00,-0.01,2.50
535.00,100.00,0.03,2.60
535.00,99.00,-0.06,2.70
535.00,100.00,-0.02,2.80
535.00,100.00,-0.02,2.90
538.00,100.00,0.18,3.00
535.00,100.00,0.04,3.10
533.00,99.00,-0.08,3.20
533.00,100.00,-0.04,3.30
539.00,100.00,0.17,3.40
538.00,100.00,0.10,3.50
539.00,99.00,0.14,3.60
539.00,99.00,0.14,3.70
541.00,100.00,0.18,3.80
544.00,100.00,0.42,3.90
548.00,100.00,0.58,4.00
551.00,100.00,0.66,4.00
554.00,100.00,0.82,4.00
554.00,100.00,0.82,4.00
557.00,100.00,0.91,4.00
562.00,99.00,1.12,4.00
568.00,100.00,1.29,4.00
570.00,100.00,1.37,4.00
576.00,99.00,1.60,4.00
579.99,100.00,1.76,4.00
579.99,99.00,1.63,4.00
588.99,99.00,2.11,4.00
598.99,100.00,2.61,4.00
603.98,100.00,2.79,4.00
609.98,99.00,2.83,4.00
612.98,99.00,2.99,4.00
623.98,100.00,3.35,4.00
631.98,100.00,3.68,4.00
631.98,100.00,3.60,4.00
637.97,100.00,3.71,4.00
647.97,100.00,3.94,4.00
651.97,100.00,3.99,4.00
659.97,100.00,4.15,4.00
669.97,100.00,4.57,4.00
671.97,100.00,4.53,4.00
680.97,100.00,4.64,4.00
687.97,100.00,4.72,4.00
695.97,100.00,4.94,4.00
703.97,100.00,5.02,4.00
705.97,100.00,4.94,4.00
705.97,100.00,4.94,4.00
722.98,101.00,5.18,4.00
729.98,101.00,5.05,4.00
732.98,101.00,5.00,4.00
732.98,100.00,4.75,4.00
744.99,101.00,5.09,4.00
750.99,101.00,4.92,4.00
753.99,101.00,4.71,4.00
769.00,101.00,5.25,4.00
774.00,101.00,5.23,4.00
776.00,101.00,4.93,4.00
785.00,101.00,5.08,4.00
798.00,101.00,5.34,4.00
800.00,101.00,5.00,4.00
807.00,101.00,5.17,4.00
814.00,101.00,5.14,4.00
818.00,101.00,5.00,4.00
818.00,101.00,4.70,4.00
831.00,101.00,4.89,4.00
839.00,101.00,5.14,4.00
842.00,101.00,5.25,4.00
842.00,101.00,4.64,4.00
847.00,101.00,4.56,4.00
856.00,101.00,4.76,4.00
857.00,101.00,4.80,4.00
862.00,101.00,4.53,4.00
868.00,101.00,4.55,4.00
879.00,101.00,4.82,4.00
885.00,101.00,4.53,4.00
884.00,101.00,4.28,4.00
890.00,100.00,4.41,4.00
897.00,100.00,4.38,4.00
901.00,100.00,4.01,4.00
907.99,100.00,4.17,4.00
912.99,100.00,4.13,4.00
913.99,100.00,3.88,4.00
912.99,100.00,3.69,4.00
927.99,100.00,4.26,4.00
936.99,100.00,4.14,4.00
942.97,100.00,4.02,4.00
942.97,100.00,3.91,4.00
942.97,100.00,3.91,4.00
953.96,100.00,4.10,4.00
955.96,100.00,3.86,4.00
962.96,100.00,4.08,4.00
962.97,100.00,3.89,4.00
976.97,101.00,4.18,4.00
978.97,100.00,3.87,4.00
986.97,100.00,3.95,4.00
993.97,100.00,4.25,4.00
996.97,101.00,4.16,4.00
1001.97,101.00,4.06,4.00
1000.99,101.00,3.85,4.00
1014.99,101.00,4.19,4.00
1020.99,101.00,4.21,4.00
1028.00,101.00,4.44,4.00
1045.00,101.00,5.13,4.00
1050.00,101.00,4.76,4.00
1054.00,101.00,4.53,4.00
1059.00,101.00,4.53,4.00
1071.00,101.00,5.03,4.00
1073.00,101.00,5.10,4.00
1079.00,101.00,4.96,4.00
1081.00,101.00,4.95,4.00
1090.00,101.00,5.03,4.00
1095.00,101.00,5.22,4.00
