0.01,0,,squared error,,
0.01,0,,0.0001,,RMS
0.1,0,,0.0001,,1.103676244
0.02,0,,0.01,,
0.02,0,,0.0004,,
0.02,0,,0.0004,,
0.06,0,,0.0004,,
0.13,0,,0.0036,,
0.05,0,,0.0169,,
0.01,0,,0.0025,,
0,0,,0.0001,,
0,0,,0,,
0.04,0,,0,,
0,0,,0.0016,,
-0.04,0,,0,,
0.07,0,,0.0016,,
-0.05,0,,0.0049,,
0,0,,0.0025,,
-0.04,0,,0,,
-0.04,0,,0.0016,,
-0.01,0,,0.0016,,
-0.01,0,,0.0001,,
-0.13,0,,0.0001,,
-0.02,0,,0.0169,,
-0.02,0,,0.0004,,
-0.06,0,,0.0004,,
-0.1,0,,0.0036,,
-0.13,0,,0.01,,
-0.05,0,,0.0169,,
0.03,0,,0.0025,,
-0.13,0,,0.0009,,
-0.01,0,,0.0169,,
-0.01,0,,0.0001,,
0,0,,0.0001,,
0.04,0,,0,,
-0.05,0,,0.0016,,
-0.07,0,,0.0025,,
-0.04,0,,0.0049,,
0.09,0,,0.0016,,
0.12,0,,0.0081,,
0.09,0,,0.0144,,
0.05,0,,0.0081,,
0.05,0,,0.0025,,
0.05,0,,0.0025,,
0.05,0,,0.0025,,
0.09,0,,0.0025,,
0.13,0,,0.0081,,
-0.08,0,,0.0169,,
-0.04,0,,0.0064,,
-0.08,0,,0.0016,,
0.12,0,,0.0064,,
-0.03,0,,0.0144,,
0.04,0,,0.0009,,
0.08,0,,0.0016,,
-0.05,0,,0.0064,,
-0.05,0,,0.0025,,
-0.02,0,,0.0025,,
0.02,0,,0.0004,,
-0.06,0,,0.0004,,
-0.1,0,,0.0036,,
-0.02,0,,0.01,,
-0.02,0,,0.0004,,
0.02,0,,0.0004,,
-0.02,0,,0.0004,,
-0.02,0,,0.0004,,
-0.02,0,,0.0004,,
-0.1,0,,0.0004,,
0.03,0,,0.01,,
0.03,0,,0.0009,,
0.03,0,,0.0009,,
-0.08,0,,0.0009,,
0.03,0,,0.0064,,
-0.08,0,,0.0009,,
-0.08,0,,0.0064,,
0.04,0,,0.0064,,
0,0,,0.0016,,
0.04,0,,0,,
-0.03,0,,0.0016,,
0.05,0,,0.0009,,
0.05,0,,0.0025,,
-0.03,0,,0.0025,,
0.01,0,,0.0009,,
-0.03,0,,0.0001,,
-0.07,0,,0.0009,,
0.06,0,,0.0049,,
0.02,0,,0.0036,,
-0.01,0,,0.0004,,
0.11,0,,0.0001,,
0.03,0,,0.0121,,
0.03,0,,0.0009,,
0.03,0,,0.0009,,
0.03,0,,0.0009,,
0.03,0,,0.0009,,
0.03,0,,0.0009,,
-0.01,0,,0.0009,,
0.03,0,,0.0001,,
0.03,0,,0.0009,,
0.06,0,,0.0009,,
0.02,0,,0.0036,,
-0.06,0,,0.0004,,
-0.1,0,,0.0036,,
0.07,0,,0.01,,
0,0,,0.0049,,
0.08,0,,0,,
-0.04,0,,0.0064,,
0.03,0,,0.0016,,
-0.02,0,,0.0009,,
-0.07,0,,0.0004,,
0.05,0,,0.0049,,
0.05,0,,0.0025,,
0.05,0,,0.0025,,
0.05,0,,0.0025,,
0.01,0,,0.0025,,
-0.03,0,,0.0001,,
0.04,0,,0.0009,,
0.08,0,,0.0016,,
0.08,0,,0.0064,,
0.04,0,,0.0064,,
0.01,0,,0.0016,,
0.04,0,,0.0001,,
0.08,0,,0.0016,,
-0.08,0,,0.0064,,
-0.02,0,,0.0064,,
0.02,0,,0.0004,,
-0.01,0,,0.0004,,
-0.09,0,,0.0001,,
0.04,0,,0.0081,,
0.04,0,,0.0016,,
-0.04,0,,0.0016,,
-0.04,0,,0.0016,,
-0.08,0,,0.0016,,
-0.04,0,,0.0064,,
0.01,0,,0.0016,,
0.05,0,,0.0001,,
0.02,0,,0.0025,,
-0.02,0,,0.0004,,
-0.06,0,,0.0004,,
0.1,0,,0.0036,,
0.1,0,,0.01,,
0.1,0,,0.01,,
0.1,0,,0.01,,
0.14,0,,0.01,,
0.18,0,,0.0196,,
0.1,0,,0.0324,,
0.05,0,,0.01,,
0.1,0,,0.0025,,
0.1,0,,0.01,,
0.13,0,,0.01,,
0.09,0,,0.0169,,
0.06,0,,0.0081,,
0.09,0,,0.0036,,
0.13,0,,0.0081,,
0.13,0,,0.0169,,
0.13,0,,0.0169,,
0.13,0,,0.0169,,
0.13,0,,0.0169,,
0.09,0,,0.0169,,
-0.04,0,,0.0081,,
-0.04,0,,0.0016,,
0,-4,,0.0016,,
-0.08,-4,,16,,
-0.2,-4,,15.3664,,
-0.11,-4,,14.44,,
-0.07,-4,,15.1321,,
0.09,-4,,15.4449,,
0.09,-4,,16.7281,,
-0.03,-4,,16.7281,,
-0.23,-4,,15.7609,,
-0.33,-4,,14.2129,,
-0.34,-4,,13.4689,,
-0.46,-4,,13.3956,,
-0.37,-4,,12.5316,,
-0.45,-4,,13.1769,,
-0.41,-4,,12.6025,,
-0.45,-4,,12.8881,,
-0.53,-4,,12.6025,,
-0.53,-4,,12.0409,,
-0.68,-4,,12.0409,,
-0.95,-4,,11.0224,,
-0.99,-4,,9.3025,,
-1.02,-4,,9.0601,,
-1.28,-4,,8.8804,,
-1.28,-4,,7.3984,,
-1.25,-4,,7.3984,,
-1.33,-4,,7.5625,,
