0,4
0,-4
0,-4
1.67,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
-0.77,-4
0,-4
0,-4
-0.77,-4
-0.83,-4
-0.83,-4
-0.83,-4
-0.83,-4
-0.83,-4
-1.43,-4
-1.54,-4
-1.54,-4
-1.43,-4
-1.54,-4
-1.54,-4
-1.54,-4
-1.54,-4
-1.54,-4
-1.54,-4
-1.54,-4
-1.54,-4
-1.67,-4
-2.15,-4
-2.15,-4
-2.15,-4
-2.31,-4
-2.5,-4
-2.5,-4
-2.5,-4
-2.31,-4
-2.5,-4
-2.5,-4
-3.08,-4
-2.5,-4
-2.5,-4
-2.5,-4
-2.5,-4
-3.08,-4
-3.08,-4
-2.5,-4
-3.08,-4
-3.08,-4
-3.08,-4
-3.33,-4
-3.33,-4
-3.33,-4
-3.33,-4
-3.33,-4
-3.33,-4
-3.33,-4
-4.62,-4
-4.62,-4
-4.62,-4
-5,-4
-5,-4
-5,-4
-4.62,-4
-4.62,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-4.3,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.58,-4
-3.58,-4
-3.84,-4
-4.17,-4
-3.84,-4
-3.84,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-3.85,-4
-4.17,-4
-3.85,-4
-4.17,-4
-4.17,-4
-4.17,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.84,-4
-3.85,-4
-3.84,-4
-3.58,-4
-3.58,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.58,-4
-3.85,-4
-3.85,-4
-3.85,-4
-4.6,-4
-4.6,-4
-4.62,-4
-4.6,-4
-4.62,-4
-4.62,-4
-4.62,-4
-4.6,-4
-4.62,-4
-4.62,-4
-4.62,-4
-4.62,-4
-4.17,-4
-4.62,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.17,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-5,-4
-4.62,-4
-4.62,-4
-4.17,-4
-4.62,-4
-4.17,-4
-3.58,-4
-3.33,-4
-3.33,-4
-3.33,-4
-3.33,-4
-3.58,-4
-3.58,-4
-3.84,-4
-3.57,-4
-3.57,-4
-3.57,-4
-3.57,-4
-3.57,-4
-3.57,-4
-3.57,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.84,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.57,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.58,-4
-3.58,-4
-3.58,-4
-3.58,-4
-3.33,-4
-3.58,-4
-3.58,-4
-3.58,-4
-3.58,-4
-3.85,-4
-3.58,-4
-3.58,-4
-3.57,-4
-3.57,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.57,-4
-3.85,-4
-3.85,-4
-3.57,-4
-3.33,-4
-3.57,-4
-3.57,-4
-3.57,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.58,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-3.85,-4
-4.17,-4
-4.17,-4
-4.17,-4
-4.29,-4
-4.29,-4
-4.29,-4
-4.29,-4
-4.29,-4
-4.29,-4
-4.62,-4
-4.29,-4
-4.29,-4
-4.28,-4
-4.28,-4
-4.28,-4
-4.17,-4
-4.17,-4
-3.85,-4
