#!,Workbook:,Custom,Custom,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.,,,,
#!,For more information visit http://aka.ms/hackingstem/,,,,
0,101,0,6,,
1,,,,,
2216,100,791.43,-6,,
2217,100,527.9,-6,,
2217,100,395.92,-6,,
2217,100,316.74,-6,,
2216,100,263.81,-6,,
2218,100,226.36,-6,,
2219,100,198.15,-6,,
2218,100,176.04,-6,,
2218,100,158.44,-6,,
2216,100,143.89,-6,,
2216,100,131.89,-6,,
2218,100,121.88,-6,,
2218,100,113.17,-6,,
2219,100,105.67,-6,,
2219,100,99.07,-6,,
2217,100,93.15,-6,,
2218,100,88.02,-6,,
2219,100,83.43,-6,,
2219,100,79.26,-6,,
2217,100,79.18,-6,,
2217,100,0.04,-6,,
2219,100,0.08,-6,,
2218,100,0.05,-6,,
2217,100,0.01,-6,,
2216,100,0.01,-6,,
2216,100,-0.08,-6,,
2217,100,-0.07,-6,,
2217,100,-0.03,-6,,
2217,100,-0.03,-6,,
2218,100,0.09,-6,,
2215,100,-0.03,-6,,
2217,100,-0.03,-6,,
2218,100,0,-6,,
2218,100,-0.03,-6,,
2218,100,-0.03,-6,,
2218,100,0.04,-6,,
2218,100,0.01,-6,,
2218,100,-0.03,-6,,
2218,100,-0.03,-6,,
2218,100,0.04,-6,,
2218,100,0.04,-6,,
2217,100,-0.08,-6,,
2217,100,-0.04,-6,,
2215,100,-0.08,-6,,
2217,100,0.04,-6,,
2217,100,0.04,-6,,
2218,100,0.04,-6,,
2219,100,0.07,-6,,
2219,100,0.07,-6,,
2220,100,0.08,-6,,
2220,100,0.2,-6,,
2219,100,0.08,-6,,
2217,100,-0.04,-6,,
2220,100,0.07,-6,,
2220,100,0.07,-6,,
2220,100,0.07,-6,,
2220,100,0.07,-6,,
2218,100,0,-6,,
2218,100,0,-6,,
2218,100,0,-6,,
2218,100,0,-6,,
2218,100,0.04,-6,,
2216,100,-0.04,-6,,
2218,100,0.11,-6,,
2217,100,0,-6,,
2217,100,0,-6,,
2217,100,-0.04,-6,,
2217,100,-0.08,-6,,
2218,100,-0.04,-6,,
2218,100,-0.08,-6,,
2218,100,-0.04,-6,,
2219,100,0.08,-6,,
2216,100,-0.16,-6,,
2221,100,0.03,-6,,
2219,100,-0.05,-6,,
2218,100,-0.08,-6,,
