2089,99,803.46,-6,,,
2089,99,535.64,-6,,,
2089,99,401.73,-6,,,
2088,99,321.24,-6,,,
2091,99,268.12,-6,,,
2088,99,229.46,-6,,,
2088,99,200.78,-6,,,
2088,99,178.47,-6,,,
2089,99,160.7,-6,,,
2089,99,146.09,-6,,,
2089,99,133.92,-6,,,
2089,99,123.62,-6,,,
2090,99,114.85,-6,,,
2091,99,107.24,-6,,,
2091,99,100.54,-6,,,
2090,99,94.57,-6,,,
2090,99,89.32,-6,,,
2088,99,84.53,-6,,,
2088,99,80.3,-6,,,
2091,99,80.42,-6,,,
2088,99,-0.04,-6,,,
2091,99,0.07,-6,,,
2088,99,-0.02,-6,,,
2088,99,-0.15,-6,,,
2088,99,-0.02,-6,,,
2090,99,0.06,-6,,,
2091,99,0.1,-6,,,
2088,99,-0.04,-6,,,
2090,99,0.04,-6,,,
2090,99,0.04,-6,,,
2088,99,-0.04,-6,,,
2091,99,0.02,-6,,,
2088,99,-0.14,-6,,,
2088,99,-0.14,-6,,,
2088,99,-0.1,-6,,,
2087,99,-0.14,-6,,,
2089,99,0.02,-6,,,
2091,99,0.1,-6,,,
2090,99,-0.06,-6,,,
2087,99,-0.03,-6,,,
2091,99,0.07,-6,,,
2091,99,-0.03,-6,,,
2089,99,0.01,-6,,,
2088,99,-0.03,-6,,,
2090,99,0.06,-6,,,
2089,99,-0.07,-6,,,
2089,99,-0.11,-6,,,
2091,99,0.08,-6,,,
2087,99,-0.16,-6,,,
2089,99,-0.08,-6,,,
2089,99,0,-6,,,
2089,99,-0.1,-6,,,
2090,99,0.06,-6,,,
2090,99,0.06,-6,,,
2091,99,0.1,-6,,,
2091,99,0.15,-6,,,
2088,99,-0.05,-6,,,
2088,99,-0.12,-6,,,
2090,99,0,-6,,,
2086,99,-0.02,-6,,,
2087,99,-0.12,-6,,,
2088,99,-0.08,-6,,,
2087,99,-0.03,-6,,,
2091,99,0.17,-6,,,
2090,99,0.05,-6,,,
2090,99,0.09,-6,,,
2089,99,0.05,-6,,,
2088,99,-0.07,-6,,,
2088,99,0.08,-6,,,
2088,99,0,-6,,,
2088,99,0,-6,,,
2089,99,0.04,-6,,,
2088,99,-0.04,-6,,,
2088,99,-0.04,-6,,,
2090,99,-0.01,-6,,,
2090,99,-0.01,-6,,,
2090,99,0.11,-6,,,
2089,99,0.07,-6,,,
2089,99,-0.02,-6,,,
2088,99,0.08,-6,,,
2089,99,0.08,-6,,,
2089,99,0.04,-6,,,
2089,99,0.08,-6,,,
2089,99,-0.09,-6,,,
2088,99,-0.09,-6,,,
2088,99,-0.09,-6,,,
2089,99,-0.01,-6,,,
2091,99,0.1,-6,,,
2088,99,-0.02,-6,,,
2089,99,0.02,-6,,,
2090,99,0.06,-6,,,
2090,99,0.02,-6,,,
2091,99,0.1,-6,,,
2088,99,0,-6,,,
2091,99,0.04,-6,,,
2091,99,0.04,-6,,,
2089,99,-0.04,-6,,,
2090,99,0.04,-6,,,
2090,99,0.04,-6,,,
2089,99,0.04,-6,,,
2089,99,0,-6,,,
2091,99,0.08,-6,,,
2090,99,0.04,-6,,,
2089,99,0,-6,,,
2088,99,0,-6,,,
2089,99,0.05,-6,,,
2089,99,0,-6,,,
2088,99,-0.11,-6,,,
2090,99,0.1,-6,,,
2089,99,0.02,-6,,,
2088,99,-0.06,-6,,,
2088,99,-0.06,-6,,,
2090,99,-0.03,-6,,,
2090,99,0.08,-6,,,
2087,99,-0.16,-6,,,
2090,99,-0.04,-6,,,
2088,99,-0.04,-6,,,
2088,99,-0.07,-6,,,
2087,99,-0.11,-6,,,
2087,99,-0.07,-6,,,
2087,99,-0.07,-6,,,
2090,99,-0.04,-6,,,
2089,99,-0.04,-6,,,
2090,99,0.04,-6,,,
2090,99,0.07,-6,,,
2090,99,0.03,-6,,,
2089,99,-0.01,-6,,,
2087,99,-0.05,-6,,,
2087,99,-0.13,-6,,,
2088,99,-0.06,-6,,,
2088,99,-0.02,-6,,,
2088,99,-0.02,-6,,,
2088,99,-0.09,-6,,,
2088,99,-0.09,-6,,,
2090,99,0.11,-6,,,
2090,99,-0.01,-6,,,
2088,99,-0.02,-6,,,
2088,99,-0.02,-6,,,
2090,99,0.11,-6,,,
2090,99,0.11,-6,,,
2090,99,0.11,-6,,,
2089,99,-0.04,-6,,,
2090,99,0.03,-6,,,
2088,99,-0.09,-6,,,
2089,99,-0.05,-6,,,
2088,99,-0.1,-6,,,
2090,99,0.03,-6,,,
2087,99,0.01,-6,,,
2086,99,-0.04,-6,,,
2090,99,0.08,-6,,,
2090,99,0.08,-6,,,
2089,99,0.04,-6,,,
2091,99,0.12,-6,,,
2089,99,0.05,-6,,,
2089,99,-0.03,-6,,,
2090,99,0.01,-6,,,
2088,99,0.03,-6,,,
2090,99,0.11,-6,,,
2091,99,0.07,-6,,,
2091,99,0.07,-6,,,
2089,99,-0.02,-6,,,
2090,99,0.06,-6,,,
2091,99,0.06,-6,,,
2091,99,0.15,-6,,,
2088,99,-0.01,-6,,,
2089,99,0.07,-6,,,
2089,99,-0.01,-6,,,
2090,99,0.14,-6,,,
2090,99,0.18,-6,,,
2088,99,-0.05,-6,,,
2087,99,-0.09,-6,,,
2090,99,0.07,-6,,,
2089,99,-0.05,-6,,,
2092,99,0.15,-6,,,
2093,99,0.19,-6,,,
2091,99,0.08,-6,,,
2088,99,0.02,-6,,,
2085,99,-0.18,-6,,,
2084.99,99,-0.23,-6,,,
2083.99,99,-0.27,-6,,,
2078.99,99,-0.38,-6,,,
2072.98,98,-0.65,-6,,,
2076.98,98,-0.53,-6,,,
2087.98,98,-0.08,-6,,,
2087.98,99,0.05,-6,,,
2086.99,99,-0.03,-6,,,
2086.99,99,-0.03,-6,,,
2087.99,99,-0.03,-6,,,
2087,100,-0.07,-6,,,
2086,100,-0.03,-6,,,
